event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI30064,2023-04-26,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,Tongolo-Coura,13.8323,-5.7521,2,Undisclosed Source,Local partner-Other,"On 26 April 2023, a cart hit an IED likely planted by JNIM militants near the village of Tongolo-Coura (Macina, Segou). One person and a donkey were killed.",1,,1683041275
MLI30070,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Sikasso,Yorosso,Yorosso,Yorosso,12.3581,-4.7769,1,Studio Tamani,National,"On 26 April 2023, hundreds of people demonstrated in the town of Yorosso (Yorosso, Sikasso). The demonstrators denounced repeated power outages.",0,crowd size=hundreds,1683041275
NIG31033,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),PDP: People's Democratic Party,6,,,0,60,,566,Western Africa,Nigeria,Adamawa,Yola-North,,Yola,9.2,12.4833,1,Daily Post (Nigeria); Nigeria Punch,National,"On 26 April 2023, PDP members marched from the party's secretariat to the DSS office in Yola (Yola-North, Adamawa) while demanding for the release of three of their members who were detained by the DSS.",0,crowd size=no report,1683041276
NIG31038,2023-04-26,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Nigeria),Aid Workers (Nigeria); Private Security Forces (Nigeria),7,27,Civilian targeting,566,Western Africa,Nigeria,Borno,Ngala,,Ngala,12.3377,14.1805,1,Daily Leadership (Nigeria); Daily Post (Nigeria),National,"On 26 April 2023, ISWAP militants abducted three humanitarian workers and two of their private security guards who are presumed to have been unarmed at Ngala (Ngala, Borno). The abductees were staff of FHI 360, there are no reports about ransom demands.",0,,1683041276
NIG31056,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),Labor Group (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Kano,Kano Municipal,,Kano,12.0,8.5167,1,Daily Post (Nigeria),National,"On 26 April 2023, over 300 ad-hoc staff of the national population commission protested in Kano (Kano Municipal, Kano) over the non-payment of their training allowances which was due in February 2023.",0,crowd size=over 300,1683041276
NIG31081,2023-04-26,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,Police Forces of Nigeria (2015-),,1,15,,566,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285,8.8921,2,Daily Leadership (Nigeria),National,"On 26 April 2023, rioters from Riyom community and women from Farinlamba community dressed in all black demonstrated on the Jos-Abuja highway (Jos North, Plateau) over the resurgence of attacks in their communities by armed groups. The demonstrators from Riyom community clashed security operatives (assumed Police).",0,crowd size=no report,1683041276
NIG31091,2023-04-26,2023,1,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),,3,Unidentified Cult Militia (Nigeria),Police Forces of Nigeria (2015-),3,33,,566,Western Africa,Nigeria,Ogun,Shagamu,,Shagamu,6.8432,3.6478,1,Daily Post (Nigeria); Nigeria Punch,National,"On 26 April 2023, two rival unidentified cult miitias engaged in an armed clash over supremacy at Agbowa and other areas of Shagamu (Shagamu, Ogun). The clash which start at night continued till the following morning, 2 persons were killed, a policeman was wounded and 7 persons were arrested.",2,,1683041276
NIG31092,2023-04-26,2023,1,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),,4,Military Forces of Nigeria (2015-),,1,14,,566,Western Africa,Nigeria,Zamfara,Bakura,,Damri,12.4616,5.821,2,Daily Independent (Nigeria),National,"On 26 April 2023, troops of Operation Hadarin Daji engaged a Zamfara militia that rustled in an armed clash near Galadimai village in Damri district (Bakura, Zamfara). 5 militiamen were killed, others fled with gunshot wounds and abandoned the rustled cattle which was recovered with a rifle, ammunition and five motorcycles.",5,,1683041276
NIG31093,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Ngali Communal Group (Nigeria),7,37,Civilian targeting,566,Western Africa,Nigeria,Imo,Ngor Okpala,,Logara,5.4162,7.2008,2,Daily Leadership (Nigeria); Guardian (Nigeria),National,"On 26 April 2023, an unidentified armed group that was masked shot and killed the community leader of Ngali village at Logara community (Ngor Okpala, Imo). The victim who was the only one that was targeted was addressing his kinsmen in a meeting at the village hall when he was killed by the assailants who sped off immediately.",1,,1683041276
NIG31101,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Adamawa,Yola-North,,Yola,9.2,12.4833,1,Daily Leadership (Nigeria),National,"On 26 April 2023, residents of Yola marched to the Yola electricity distribution office in Yola (Yola-North, Adamawa) and protested over claims of constant epilectic power supply in their area.",0,crowd size=no report,1683041276
NIG31102,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3776,3.9059,1,Guardian (Nigeria); Nigeria Punch,National,"On 26 April 2023, residents of some commuties in Akinyele LGA protested at the Oyo state secretariat in Ibadan (Ibadan North West, Oyo) over claims of plans by the government to demolish their houses and take over their lands. The protesters also claimed that their lands were forcefully acquired and that they were issued dud cheques by the government.",0,crowd size=no report,1683041276
NIR29953,2023-04-26,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Niger),Students (Niger),5,Police Forces of Niger (2021-),,1,15,,562,Western Africa,Niger,Maradi,Ville de Maradi,Maradi II,Maradi,13.5,7.1017,1,Actu (Niger); Le Souffle de Maradi,New media-National,"On 26 April 2023, a number of students at the Dan Kassawa Technical High School staged a demonstrated and barricaded roads in the town of Maradi (Ville de Maradi, Maradi). The police intervened and lifted the barricades, fired teargas, and stormed the school which triggered a fire that burned students lodgings and motorcycles. The students had observed a strike for several weeks before staging their demonstration.",0,crowd size=no report,1683041276
NIR29957,2023-04-26,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Niger),,7,27,,562,Western Africa,Niger,Tillaberi,Torodi,Makalondi,Bounbounga,12.8131,1.7308,1,Urgence Tillabery,New media,"Property destruction: On 26 April 2023, overnight presumed JNIM militants burned a school in the village of Bounbounga (Torodi, Tillaberi).",0,,1683041276
SEN1728,2023-04-26,2023,1,Strategic developments,Strategic developments,Arrests,Police Forces of Senegal (2012-),,1,Civilians (Senegal),Journalists (Senegal),7,17,,686,Western Africa,Senegal,Dakar,Dakar,Plateau,Dakar,14.6667,-17.4441,1,Le Quotidien (Senegal),National,"On 26 April 2023, police placed in custody the journalist Babacar Toure for forgery, dissemination of false news, public insult, defamation, contempt for an officer, slanderous denunciation and usurpation in Dakar (Plateau, Dakar).",0,,1683041276
BFO9718,2023-04-25,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Kantchari,12.4756,1.5116,2,AIB (Burkina Faso); MinuteBf; RTB,New media-National,"On 25 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Kantchari (Kantchari, Tapoa). Several militants were killed and an important logistic destroyed including vehicles and trucks. Fatalities coded as 10.",10,,1683041275
BFO9719,2023-04-25,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Tanwalbougou,12.05,0.783,2,AIB (Burkina Faso); MinuteBf; RTB,New media-National,"On 25 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants on about ten motorcycles in the area of Tanwalbougou (Fada Ngourma, Gourma). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9720,2023-04-25,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Barsalogho,Guienbila,13.6947,-0.9548,2,AIB (Burkina Faso); MinuteBf; RTB,New media-National,"On 25 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Guienbila (Barsalogho, Sanmatenga). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9723,2023-04-25,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Kantchari,12.4756,1.5116,1,Whatsapp,New media,"On 25 April 2023, a former Bantoini village councilor on a cart struck an explosive device likely planted by presumed JNIM militants in Sector 5 of Kantchari (Kantchari, Tapoa). He was seriously injured and the cart was destroyed.",0,,1683041275
BFO9724,2023-04-25,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Est,Gnagna,Manni,Manni,13.2583,-0.2131,1,Whatsapp,New media,"Property destruction: On 25 April 2023, presumed JNIM militants entered the village of Manni (Manni, Gnagna) during a mask festival. They interrupted the celebration and set fire to several masks.",0,,1683041275
BFO9739,2023-04-25,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Students (Burkina Faso),7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Kongoussi,Sakou,13.3412,-1.6525,1,Facebook,New media,"On 25 April 2023, presumed JNIM militants arrested and kill three young men including a student in the village of Sakou (Kongoussi, Bam).",3,,1683041275
GHA1764,2023-04-25,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Ghana),,6,,,0,60,,288,Western Africa,Ghana,Greater Accra,Accra,,Accra,5.556,-0.1969,1,Citi News,National,"On 25 April 2023, unemployed physician assistants protested in Accra (Accra, Greater Accra) for not being given work opportunities in health centers across the country by the Ministry of Health. Many have waited for three years to be employed.",0,crowd size=no report,1683041275
GHA1765,2023-04-25,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Ghana),,6,,,0,60,,288,Western Africa,Ghana,Greater Accra,La Dade Kotopon,,La,5.5602,-0.1576,1,Citi News,National,"On 25 April 2023, residents of La protested the delayed plans for a new General hospital in La (La Dade Kotopon, Greater Accra). The hospital building had been demolished two years ago and since then access to health care has been challenged.",0,crowd size=no report,1683041275
GUI2485,2023-04-25,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Guinea),Women (Guinea),5,Police Forces of Guinea (2021-),,1,15,,324,Western Africa,Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,Africa Guinee,National,"On 25 April 2023, residents of Ratoma including women demonstrated against power cuts, erected barricades and clashed with police who fired tear gas in Conakry (Kaloum, Conakry).",0,crowd size=no report,1683041275
GUI2487,2023-04-25,2023,1,Political violence,Riots,Mob violence,Rioters (Guinea),Vigilante Group (Guinea),5,,,0,50,,324,Western Africa,Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,Africa Guinee,National,"On 25 April 2023, overnight, a mob ransacked and burned the house of a young man accused of murder in Cosa district in Conakry (Kaloum, Conakry).",0,crowd size=no report,1683041275
MAA1586,2023-04-25,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Fishers (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Dakhlet Nouadhibou,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,20.9434,-17.038,1,Al Akhbar (Mauritania),National,"On 25 April 2023, traditional fishers held a protest sit-in in Nouadhibou (Dakhlet Nouadhibou, Dakhlet Nouadhibou) to denounce the limitation of their activities by authorities.",0,crowd size=no report,1683041275
MAA1587,2023-04-25,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Health Workers (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Zahraa,National,"On 25 April 2023, health workers members of the Coordination of Free Doctors held a protest sit-in in front of the Ministry of Health in Nouakchott (Tevragh Zeina, Nouakchott) calling for their recruitment with permanent contracts.",0,crowd size=no report,1683041275
MLI30022,2023-04-25,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Undisclosed Source,Local partner-Other,"On 25 April 2023, presumed JNIM militants fired gunshots at the MINUSMA camp in Ber (Tombouctou, Tombouctou). The gunshots were described as harassment fire. No casualties were reported.",0,,1683041275
MLI30028,2023-04-25,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Dawsahak Ethnic Group (Mali); Imghad Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,In-Lamawane,17.2203,4.1005,1,Twitter; Undisclosed Source,Local partner-Other,"On 25 April 2023, IS Sahel militants killed at least eight people from the Dawsahak and Tuareg Imghad communities at the well of In-Lamawane (Inekar, Menaka).",8,,1683041275
MLI30040,2023-04-25,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Mali),Health Workers (Mali); Labor Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,Undisclosed Source,Local partner-Other,"On 25 April 2023, an unidentified armed group abducted a female health worker and her driver on the road between Gao (Gao, Gao) and Bara (Ansongo, Gao). The abducted were released later in the evening.",0,,1683041275
